session;trial_type;correct;holding_time
6;left;True;1.5
6;right;True;0.5
6;right;True;1.0
6;left;True;2.0
6;right;True;2.0
6;left;True;1.5
6;left;True;2.0
6;right;True;1.5
6;right;True;0.5
6;left;True;1.0
6;left;True;2.0
6;right;True;0.5
6;right;True;0.5
6;left;True;0.5
6;right;True;0.5
6;left;False;0.5
6;left;True;2.0
6;right;True;2.0
6;left;True;1.0
6;right;True;1.5
6;right;True;0.5
6;left;False;1.0
6;right;True;1.0
6;right;True;0.5
6;right;False;2.0
6;left;True;1.5
6;left;True;0.5
6;left;True;0.5
6;right;True;2.0
6;right;True;1.0
6;left;True;1.0
6;left;True;1.5
6;left;True;2.0
6;left;True;2.0
6;right;True;1.0
6;right;True;2.0
6;left;True;1.5
6;right;True;2.0
6;right;True;1.5
6;right;True;0.5
6;right;False;0.5
6;right;True;2.0
6;left;False;0.5
6;left;False;0.5
6;right;True;2.0
6;left;True;2.0
6;left;True;0.5
6;right;True;1.0
6;left;True;1.5
6;right;False;1.5
6;left;False;1.0
6;right;True;1.5
6;right;True;2.0
6;right;True;0.5
6;left;False;2.0
6;right;True;1.0
6;left;False;1.0
6;left;True;0.5
6;left;True;1.0
6;right;True;1.5
6;right;True;1.0
6;right;True;1.5
6;left;True;2.0
6;left;True;1.5
6;left;True;1.0
6;right;True;2.0
6;right;True;2.0
6;left;True;1.5
6;left;False;1.5
6;left;False;2.0
6;left;True;0.5
6;left;False;1.5
6;right;True;1.0
6;left;True;0.5
6;right;True;0.5
6;right;True;2.0
6;left;True;1.0
6;left;False;2.0
6;left;True;1.5
6;left;True;1.5
6;left;False;1.5
6;left;True;1.5
6;right;False;0.5
6;left;True;1.0
7;left;False;0.5
7;right;True;2.0
7;left;False;0.5
7;left;True;1.5
7;left;True;0.5
7;right;True;2.0
7;left;True;1.5
7;left;True;1.0
7;right;False;1.0
7;left;True;1.0
7;left;True;1.0
7;right;True;0.5
7;left;True;0.5
7;right;True;1.0
7;left;True;1.5
7;right;True;2.0
7;right;True;1.0
7;left;True;1.5
7;left;True;1.5
7;left;True;0.5
7;right;True;0.5
7;right;False;0.5
7;right;True;1.5
7;right;True;0.5
7;left;True;2.0
7;left;True;1.0
7;right;True;0.5
7;right;True;1.0
7;left;True;2.0
7;left;True;0.5
7;left;False;1.0
7;left;True;1.0
7;right;True;1.0
7;right;False;2.0
7;left;True;1.0
7;left;True;1.5
7;left;True;2.0
7;right;True;0.5
7;left;True;2.0
7;right;True;1.5
7;right;False;0.5
7;right;True;1.5
7;right;True;1.5
7;right;True;1.0
7;left;True;0.5
7;right;True;1.0
7;left;False;0.5
7;left;True;2.0
7;left;True;0.5
7;right;True;1.0
7;right;True;2.0
7;left;True;2.0
7;left;True;1.0
7;right;True;1.5
7;right;True;1.0
7;right;True;1.0
7;right;True;0.5
7;right;True;1.5
7;left;True;0.5
7;right;True;2.0
7;left;True;1.0
7;right;True;0.5
7;left;True;1.5
7;right;False;1.5
7;right;True;2.0
7;right;True;1.0
7;right;False;1.0
7;right;False;2.0
7;right;True;1.5
7;right;True;2.0
7;right;True;0.5
7;right;True;2.0
7;right;True;1.0
7;left;True;0.5
7;left;True;1.0
7;left;True;1.5
7;left;True;1.5
7;left;True;0.5
7;left;True;0.5
7;left;True;1.0
7;right;True;1.5
7;right;True;1.5
7;right;True;1.5
7;right;True;1.0
7;left;True;2.0
7;right;True;2.0
7;left;True;1.0
7;right;True;2.0
7;left;False;2.0
7;left;True;2.0
7;right;True;1.0
7;right;True;1.0
7;right;True;1.0
7;right;True;2.0
7;left;True;0.5
7;left;False;0.5
7;left;False;0.5
7;right;True;2.0
7;left;True;1.5
7;left;True;1.5
7;right;True;2.0
7;right;True;1.5
7;left;True;2.0
7;left;True;2.0
7;right;False;2.0
7;left;False;2.0
7;left;True;0.5
7;left;False;1.0
7;left;True;2.0
7;right;True;1.5
7;right;True;1.5
7;left;False;1.0
7;left;True;1.5
7;left;True;0.5
7;right;True;1.0
7;left;True;1.0
7;right;True;2.0
7;left;True;1.0
7;left;False;0.5
7;left;False;2.0
7;left;True;1.5
7;right;True;1.5
7;left;True;1.5
7;right;True;1.0
7;left;False;0.5
7;left;True;1.5
7;right;False;1.0
7;left;True;0.5
7;left;True;1.0
7;right;False;1.5
7;left;True;0.5
7;right;True;1.5
7;right;True;1.5
7;left;True;2.0
7;left;True;1.5
7;left;True;2.0
7;left;True;1.5
7;left;True;1.5
7;right;True;0.5
7;right;False;2.0
7;right;True;2.0
7;right;True;2.0
7;left;True;2.0
7;right;True;1.5
7;left;True;2.0
7;right;True;2.0
7;left;True;1.0
7;right;True;1.5
7;left;True;2.0
7;right;True;1.5
7;left;False;0.5
7;left;True;1.0
7;right;True;0.5
7;left;True;1.0
7;right;False;1.5
7;right;True;1.0
7;left;True;0.5
7;left;True;2.0
7;left;True;1.0
7;left;True;0.5
7;left;True;2.0
7;left;True;2.0
7;right;True;2.0
7;right;True;1.0
7;right;True;0.5
7;left;True;2.0
7;right;False;1.5
7;left;True;0.5
7;right;True;1.0
7;right;False;0.5
7;left;True;1.5
7;right;True;1.5
7;right;True;1.5
7;left;True;2.0
7;left;False;2.0
7;left;False;0.5
7;left;False;1.5
7;right;True;1.5
7;left;True;2.0
7;left;True;2.0
7;left;True;0.5
7;right;True;0.5
7;right;True;1.0
7;left;True;1.5
7;right;False;1.5
7;right;True;0.5
7;right;True;1.0
7;left;True;1.0
7;left;True;1.0
7;left;True;1.5
7;right;True;1.0
7;right;True;2.0
7;left;True;1.0
7;left;True;2.0
7;right;True;0.5
7;right;True;1.0
7;right;True;1.0
7;right;True;2.0
7;left;True;0.5
7;left;True;0.5
8;right;True;2.0
8;left;True;2.0
8;left;True;1.5
8;left;True;0.5
8;right;False;1.5
8;right;True;1.5
8;left;True;1.0
8;left;False;1.5
8;left;True;1.5
8;right;True;1.5
8;left;True;2.0
8;left;True;2.0
8;right;False;1.5
8;left;False;1.5
8;right;True;2.0
8;left;True;0.5
8;left;True;1.5
8;left;True;2.0
8;right;False;0.5
8;left;True;1.5
8;left;True;2.0
8;left;True;2.0
8;left;True;1.0
8;right;True;1.5
8;left;True;1.0
8;right;True;0.5
8;right;True;1.5
8;right;True;1.0
8;left;True;0.5
8;right;True;0.5
8;right;True;0.5
8;right;True;0.5
8;right;True;0.5
8;left;True;1.0
8;left;False;2.0
8;right;False;2.0
8;right;True;2.0
8;left;True;2.0
8;right;True;1.5
8;right;True;1.0
8;left;True;1.0
8;right;True;0.5
8;left;True;0.5
8;left;True;0.5
8;left;True;0.5
8;right;True;0.5
8;right;True;2.0
8;left;True;1.0
8;left;True;1.0
8;right;True;0.5
8;left;True;0.5
8;left;True;0.5
8;left;True;1.5
8;right;True;2.0
8;left;True;1.0
8;right;True;2.0
8;right;True;1.5
8;right;True;2.0
8;left;True;1.0
8;left;False;2.0
8;left;False;1.0
8;right;False;1.5
8;left;True;1.0
8;left;True;0.5
8;right;True;0.5
8;right;True;1.0
8;right;True;0.5
8;left;True;1.5
8;right;True;0.5
8;right;True;1.5
8;right;False;1.5
8;right;True;1.5
8;right;True;1.0
8;right;True;1.5
8;right;False;0.5
8;left;True;2.0
8;left;True;1.5
8;right;True;2.0
8;right;True;1.0
8;right;True;0.5
8;left;True;1.5
8;right;True;2.0
8;left;False;1.5
8;right;True;0.5
8;left;True;1.5
8;left;True;2.0
8;right;True;0.5
8;right;True;2.0
8;right;False;1.5
8;left;True;1.0
8;right;True;1.0
8;right;True;2.0
8;right;True;0.5
8;left;False;0.5
8;right;True;2.0
8;right;True;1.0
8;left;True;1.5
8;left;True;1.5
8;right;True;2.0
8;right;True;1.0
8;right;True;1.5
8;right;True;2.0
8;left;False;2.0
8;right;True;2.0
8;left;True;0.5
8;left;True;1.0
8;right;True;1.0
8;right;True;2.0
8;left;False;0.5
8;left;True;1.5
8;left;True;2.0
8;left;True;1.0
8;left;True;1.5
8;left;True;1.5
8;right;True;2.0
8;right;True;1.0
8;right;True;1.0
8;left;False;1.0
8;left;False;1.0
8;left;True;0.5
8;right;True;1.5
8;left;True;2.0
8;left;True;2.0
8;left;True;1.5
8;right;True;0.5
8;right;True;2.0
8;left;True;0.5
8;right;True;0.5
8;left;True;1.0
8;left;True;0.5
8;left;True;1.5
8;left;True;2.0
8;left;True;1.5
8;right;True;1.0
8;left;True;0.5
8;left;True;0.5
8;left;True;1.0
8;right;True;1.0
8;right;True;0.5
8;right;True;0.5
8;left;True;1.5
8;right;False;0.5
8;right;True;0.5
8;left;True;1.5
8;right;True;2.0
8;left;True;1.5
8;left;True;1.5
8;left;True;2.0
8;right;True;1.5
8;right;True;2.0
8;right;True;1.5
8;left;True;0.5
8;left;True;1.0
8;right;True;0.5
8;right;True;0.5
8;left;True;1.0
8;right;True;2.0
8;right;True;1.0
8;right;True;1.0
8;left;True;1.0
8;left;True;0.5
8;left;True;2.0
8;right;True;1.5
8;left;False;2.0
8;right;True;2.0
8;left;True;1.0
8;left;True;2.0
8;right;True;2.0
8;right;True;2.0
8;left;True;1.5
8;left;True;2.0
8;right;True;2.0
8;left;True;0.5
8;right;True;1.5
8;right;True;2.0
8;right;True;1.0
8;left;False;2.0
8;left;True;1.5
8;left;True;2.0
8;right;True;2.0
8;left;True;1.5
8;left;True;1.5
8;right;True;0.5
8;left;True;2.0
8;left;True;1.5
8;right;True;1.0
8;right;True;2.0
8;left;False;2.0
8;right;True;1.5
8;right;True;0.5
8;right;True;1.5
8;right;True;1.0
8;right;True;2.0
8;left;True;2.0
8;right;True;2.0
8;right;True;0.5
8;left;True;2.0
8;left;False;2.0
8;right;True;1.5
8;left;True;2.0
8;right;True;2.0
8;left;True;2.0
8;right;True;1.0
8;right;True;1.0
8;right;True;2.0
8;right;True;2.0
8;right;True;1.0
8;left;True;2.0
8;left;True;2.0
8;left;True;0.5
8;right;True;0.5
8;left;True;1.0
8;left;True;1.5
8;right;True;1.5
8;left;True;1.0
8;left;True;2.0
8;left;True;2.0
8;right;True;0.5
8;left;True;2.0
8;left;True;1.0
8;right;True;0.5
8;right;True;2.0
8;right;True;0.5
8;right;True;1.0
8;left;True;1.0
8;left;True;0.5
8;left;True;2.0
8;right;True;1.5
8;left;True;1.0
8;right;True;2.0
8;left;True;1.5
8;left;True;0.5
8;right;True;1.5
8;left;True;1.0
8;left;True;1.5
8;left;True;2.0
8;left;True;1.5
8;right;True;1.0
8;right;True;1.0
8;left;True;0.5
8;right;True;1.5
8;right;True;2.0
8;left;True;1.5
8;left;True;0.5
8;right;True;2.0
8;left;False;1.0
8;right;True;2.0
8;right;True;0.5
8;left;True;1.0
8;left;True;2.0
9;right;True;1.0
9;left;True;0.5
9;left;True;1.0
9;left;True;1.0
9;right;True;1.0
9;left;True;0.5
9;left;True;1.0
9;right;True;2.0
9;left;True;0.5
9;left;True;1.5
9;left;False;1.5
9;right;True;0.5
9;left;True;1.5
9;right;True;1.5
9;left;True;1.0
9;right;True;0.5
9;left;True;2.0
9;right;True;0.5
9;right;True;2.0
9;left;True;2.0
9;right;False;1.0
9;left;True;1.5
9;right;True;0.5
9;left;True;1.5
9;left;True;1.0
9;right;True;1.5
9;left;True;2.0
9;left;True;1.5
9;left;True;1.5
9;right;True;2.0
9;left;True;0.5
9;right;True;2.0
9;left;True;1.5
9;right;True;0.5
9;left;True;1.0
9;left;True;2.0
9;left;False;0.5
9;right;True;1.0
9;left;True;2.0
9;left;True;1.0
9;right;True;1.5
9;left;True;1.0
9;right;True;2.0
9;right;True;1.5
9;right;True;2.0
9;left;True;2.0
9;right;True;0.5
9;right;True;1.5
9;left;True;1.5
9;right;True;0.5
9;left;True;0.5
9;left;True;1.5
9;left;True;2.0
9;left;True;2.0
9;left;True;2.0
9;right;True;0.5
9;left;True;1.5
9;left;True;0.5
9;left;True;0.5
9;right;True;1.5
9;left;True;0.5
9;left;True;1.5
9;left;True;0.5
9;right;True;1.0
9;right;True;2.0
9;right;True;2.0
9;right;True;1.0
9;right;True;0.5
9;right;True;0.5
9;right;True;0.5
9;left;True;2.0
9;left;True;1.0
9;left;True;1.5
9;left;True;1.5
9;right;False;1.5
9;right;True;1.5
9;left;True;2.0
9;right;True;2.0
9;left;True;1.0
9;left;True;1.0
9;right;True;2.0
9;right;True;1.5
9;right;True;1.0
9;left;True;1.0
9;right;True;2.0
9;right;True;1.5
9;right;True;0.5
9;right;True;2.0
9;left;True;1.5
9;left;True;0.5
9;left;True;1.0
9;left;True;1.5
9;right;True;1.0
9;left;True;2.0
9;left;True;2.0
9;right;True;0.5
9;left;True;1.0
9;right;True;0.5
9;right;True;2.0
9;left;True;1.5
9;left;True;1.5
9;left;True;1.0
9;right;True;1.5
9;right;True;1.5
9;right;True;2.0
9;left;True;1.0
9;right;True;2.0
9;left;True;0.5
9;right;True;1.5
9;right;True;1.0
9;left;True;2.0
9;left;True;1.0
9;right;True;1.5
9;left;True;1.0
9;left;True;1.5
9;left;True;1.0
9;right;True;1.5
9;left;True;1.0
9;left;True;1.5
9;left;True;2.0
9;right;True;1.5
9;right;True;1.0
9;right;True;2.0
9;right;True;2.0
9;right;True;0.5
9;left;True;1.5
9;left;True;1.5
9;right;True;2.0
9;right;True;0.5
9;right;True;1.0
9;right;True;0.5
9;left;True;1.5
9;left;True;1.0
9;right;True;1.0
9;left;True;1.0
9;right;True;1.5
9;left;True;0.5
9;left;True;1.0
9;right;True;2.0
9;right;True;2.0
9;right;True;2.0
9;right;True;1.5
9;right;True;1.5
9;right;True;0.5
9;left;True;1.0
9;left;True;1.5
9;right;True;0.5
9;left;True;1.0
9;left;True;0.5
9;right;True;2.0
9;right;True;1.5
9;left;True;0.5
9;right;True;1.0
9;right;True;1.0
9;left;True;2.0
9;right;True;1.5
9;right;True;2.0
9;right;True;1.5
9;left;True;1.5
9;right;True;0.5
9;left;True;1.5
9;left;True;0.5
9;right;True;1.5
9;right;True;0.5
9;right;True;2.0
9;right;True;2.0
9;right;True;1.0
9;left;True;0.5
9;right;True;0.5
9;right;True;2.0
9;right;True;1.5
9;left;True;2.0
9;right;True;1.5
9;right;True;0.5
9;right;True;2.0
9;right;True;2.0
9;right;True;1.5
9;left;True;2.0
9;right;True;0.5
9;right;False;0.5
9;left;True;0.5
9;left;True;0.5
9;right;True;1.0
9;right;True;0.5
9;left;True;2.0
9;right;True;1.0
9;right;True;1.0
9;right;True;1.0
9;left;True;2.0
9;right;True;0.5
9;left;True;1.5
9;right;True;1.5
9;right;True;1.0
9;left;True;1.5
9;right;True;2.0
9;left;True;0.5
9;right;True;2.0
9;left;True;1.0
9;left;True;1.5
9;right;True;0.5
9;left;True;1.5
9;right;True;1.5
9;right;True;0.5
9;right;True;2.0
9;left;True;1.5
9;left;True;2.0
9;right;True;1.0
9;left;True;0.5
9;right;True;1.0
9;left;True;1.0
9;left;True;1.0
9;right;True;1.5
9;right;True;0.5
9;right;True;0.5
9;right;True;2.0
9;left;True;0.5
9;right;True;1.5
9;right;True;1.5
9;left;True;0.5
9;left;True;2.0
9;right;True;1.0
9;right;True;1.0
9;left;True;1.0
9;right;True;0.5
9;right;True;1.0
9;left;True;0.5
9;left;True;0.5
9;left;True;2.0
9;left;True;1.0
9;left;True;1.5
9;right;True;1.0
9;left;True;0.5
9;right;True;0.5
9;left;True;1.5
9;right;True;1.0
9;right;True;0.5
9;left;True;1.5
9;right;True;0.5
9;right;True;2.0
9;right;True;1.0
9;left;True;1.0
9;right;True;0.5
9;left;False;1.5
9;left;True;2.0
9;left;True;1.5
9;left;True;2.0
9;right;True;1.0
9;right;True;1.5
9;left;True;0.5
9;left;False;0.5
9;left;True;2.0
9;right;True;1.5
9;right;True;0.5
9;right;True;2.0
9;left;True;0.5
9;right;True;1.5
9;left;True;0.5
9;left;True;0.5
9;left;True;0.5
9;left;True;1.5
9;left;True;1.5
9;left;True;2.0
9;left;True;1.0
9;left;True;0.5
9;right;True;0.5
9;right;False;0.5
9;left;True;1.5
9;left;True;0.5
9;left;True;2.0
9;left;True;1.0
9;left;True;1.5
9;right;True;1.0
9;left;True;0.5
9;left;True;1.0
9;right;True;1.0
9;right;True;1.5
9;left;True;0.5
9;left;True;1.5
9;left;True;1.0
9;right;True;0.5
9;right;True;1.5
9;right;True;0.5
9;left;True;1.5
9;right;True;0.5
9;left;True;1.0
9;left;True;0.5
9;left;True;1.0
9;right;True;1.0
9;right;False;0.5
9;right;True;1.0
9;left;True;2.0
9;right;True;1.5
9;right;True;1.5
9;left;True;2.0
9;left;True;1.0
9;right;True;1.5
9;left;True;1.0
9;left;True;2.0
9;left;True;2.0
9;right;True;2.0
10;right;True;1.0
10;left;True;1.0
10;left;True;1.0
10;left;True;2.0
10;right;True;2.0
10;right;True;1.0
10;left;True;0.5
10;right;True;0.5
10;right;True;0.5
10;left;True;0.5
10;left;True;1.5
10;right;True;1.5
10;left;True;1.5
10;right;True;2.0
10;left;True;2.0
10;right;True;2.0
10;left;True;1.0
10;left;True;2.0
10;right;True;1.5
10;left;True;1.0
10;right;True;1.5
10;left;True;2.0
10;right;True;1.0
10;left;True;1.5
10;left;True;1.5
10;left;True;1.0
10;right;True;2.0
10;right;True;2.0
10;right;True;1.5
10;left;True;1.0
10;right;True;1.0
10;right;True;2.0
10;left;True;1.0
10;right;True;1.5
10;right;True;2.0
10;left;True;1.5
10;left;True;0.5
10;right;True;1.0
10;left;True;2.0
10;left;True;2.0
10;right;True;1.0
10;left;True;1.0
10;left;True;1.0
10;left;True;1.0
10;right;True;0.5
10;left;True;1.0
10;left;True;1.0
10;right;True;1.5
10;left;True;1.0
10;left;True;2.0
10;left;True;1.5
10;right;True;0.5
10;left;True;0.5
10;left;True;2.0
10;left;True;1.5
10;left;True;1.5
10;right;True;2.0
10;right;True;1.5
10;left;True;2.0
10;left;True;0.5
10;left;True;2.0
10;left;True;0.5
10;right;True;2.0
10;right;True;1.5
10;left;True;1.0
10;left;True;1.5
10;right;True;0.5
10;right;True;1.0
10;left;True;0.5
10;right;True;1.5
10;left;True;2.0
10;left;True;1.5
10;left;True;2.0
10;left;True;0.5
10;right;True;0.5
10;left;True;1.0
10;right;True;1.0
10;right;True;2.0
10;right;True;2.0
10;right;True;1.0
10;left;True;0.5
10;right;True;2.0
10;left;True;0.5
10;left;True;0.5
10;left;True;0.5
10;left;True;2.0
10;right;True;1.5
10;right;True;0.5
10;right;True;2.0
10;left;True;1.0
10;left;True;0.5
10;right;True;1.5
10;left;True;1.5
10;left;True;0.5
10;left;True;0.5
10;left;True;1.0
10;right;True;1.5
10;right;True;1.0
10;right;True;1.5
10;left;True;1.0
10;right;True;1.5
10;left;True;1.0
10;left;True;2.0
10;left;True;1.5
10;right;True;1.5
10;left;True;0.5
10;left;True;2.0
10;left;True;1.5
10;left;True;2.0
10;right;True;1.0
10;right;True;1.5
10;left;True;1.5
10;left;True;0.5
10;right;True;0.5
10;left;True;2.0
10;right;True;1.0
10;right;True;2.0
10;left;True;1.5
10;left;True;0.5
10;left;True;0.5
10;left;True;1.0
10;left;True;1.5
10;left;True;2.0
10;right;True;2.0
10;left;True;2.0
10;right;True;2.0
10;left;True;2.0
10;left;True;0.5
10;left;True;1.0
10;left;True;0.5
10;left;True;2.0
10;right;True;0.5
10;left;True;2.0
10;left;True;2.0
10;left;True;0.5
10;right;True;1.5
10;right;True;1.5
10;right;True;2.0
10;right;True;0.5
10;left;True;1.0
10;left;True;2.0
10;right;True;2.0
10;left;True;1.0
10;left;True;0.5
10;right;True;1.5
10;right;True;0.5
10;left;True;1.0
10;right;True;1.5
10;left;True;1.5
10;left;True;2.0
10;left;True;1.5
10;right;True;2.0
10;right;True;1.0
10;left;True;1.0
10;right;True;2.0
10;left;True;0.5
10;left;True;1.5
10;left;True;2.0
10;left;True;2.0
10;left;True;2.0
10;left;True;0.5
10;left;True;2.0
10;left;True;1.5
10;right;True;1.0
10;left;True;2.0
10;right;True;0.5
10;left;True;0.5
10;left;True;0.5
10;right;True;1.0
10;left;True;1.0
10;left;True;0.5
10;right;True;1.0
10;right;True;2.0
10;left;True;0.5
10;right;True;2.0
10;right;True;1.0
10;right;True;0.5
10;right;True;1.5
10;right;True;1.0
10;left;True;1.0
10;right;True;2.0
10;right;True;1.5
10;right;True;1.0
10;right;True;0.5
10;right;True;2.0
10;right;True;1.5
10;right;True;1.5
10;right;True;1.5
10;right;True;0.5
10;right;True;1.0
10;right;True;2.0
10;left;True;0.5
10;left;True;1.5
10;left;True;2.0
10;left;True;2.0
10;right;True;1.0
10;left;True;1.5
10;right;True;0.5
10;right;True;2.0
10;left;True;0.5
10;right;True;1.0
10;right;True;1.0
10;right;True;1.5
10;right;True;1.5
10;right;True;1.0
10;right;True;1.0
10;left;True;0.5
10;right;True;1.0
10;left;True;1.5
10;left;True;2.0
10;left;True;1.0
10;left;True;2.0
10;left;True;0.5
10;right;True;2.0
10;left;True;0.5
10;left;True;2.0
10;left;True;2.0
10;left;True;0.5
10;right;True;0.5
10;left;True;0.5
10;right;True;1.0
10;left;True;1.5
10;right;True;0.5
10;right;True;0.5
10;left;True;0.5
10;right;True;1.5
10;right;True;1.5
